'dates', 'ACI', 'BI', 'DNSI', 'AEI', 'ADI', 'HS', 'HT', 'SC', 'dBFS'
2021-05-07T10:21:21Z,242.468,0.985,0.671,0.182,2.236,0.891,395.556,6065.164,-61.779
2021-05-07T10:21:31Z,242.795,0.654,0.666,0.195,2.224,0.885,395.782,5929.078,-61.772
2021-05-07T10:21:41Z,242.698,0.672,0.666,0.195,2.224,0.884,396.364,5904.774,-61.756
2021-05-07T10:21:51Z,242.487,1.708,0.671,0.154,2.253,0.887,395.96,5959.377,-61.768
2021-05-07T10:22:01Z,242.54,1.557,0.668,0.158,2.251,0.882,397.8,5874.288,-61.72
2021-05-07T10:22:21Z,242.522,1.366,0.673,0.15,2.256,0.886,398.208,5958.12,-61.711
2021-05-07T10:22:31Z,242.642,0.712,0.67,0.18,2.236,0.887,396.052,5956.442,-61.767
2021-05-07T10:22:41Z,242.931,0.697,0.666,0.181,2.235,0.883,397.519,5866.783,-61.728
2021-05-07T10:22:51Z,243.295,1.509,0.668,0.148,2.258,0.882,396.889,5857.536,-61.743
2021-05-07T10:23:01Z,242.914,2.377,0.672,0.118,2.273,0.889,394.462,5978.77,-61.807
2021-05-07T10:23:21Z,242.365,0.668,0.672,0.181,2.234,0.888,397.023,5987.543,-61.739
2021-05-07T10:23:31Z,242.241,1.984,0.673,0.135,2.265,0.89,393.911,5991.647,-61.819
2021-05-07T10:23:41Z,242.674,1.835,0.672,0.139,2.262,0.892,393.256,6043.003,-61.838
2021-05-07T10:23:51Z,243.471,1.635,0.671,0.144,2.259,0.886,394.737,5944.518,-61.799
2021-05-07T10:24:01Z,243.124,1.136,0.666,0.163,2.247,0.885,395.231,5919.997,-61.786
2021-05-07T10:24:21Z,242.972,0.716,0.67,0.166,2.245,0.888,396.662,5990.054,-61.751
2021-05-07T10:24:31Z,242.477,2.509,0.669,0.111,2.277,0.887,395.443,5944.747,-61.78
2021-05-07T10:24:41Z,242.477,2.032,0.668,0.122,2.271,0.887,395.086,5955.618,-61.789
2021-05-07T10:24:51Z,242.973,1.458,0.67,0.14,2.262,0.888,394.697,5979.317,-61.799
2021-05-07T10:25:01Z,242.9,1.498,0.67,0.141,2.262,0.885,395.998,5912.915,-61.765
2021-05-07T10:25:21Z,242.503,2.274,0.674,0.157,2.251,0.889,395.624,6031.324,-61.777
2021-05-07T10:25:31Z,242.404,3.64,0.672,0.116,2.274,0.888,395.499,5989.477,-61.781
2021-05-07T10:25:41Z,242.49,1.583,0.671,0.189,2.229,0.883,397.221,5899.918,-61.735
2021-05-07T10:25:51Z,242.925,0.695,0.671,0.235,2.19,0.883,396.476,5883.705,-61.753
2021-05-07T10:26:01Z,242.629,0.695,0.67,0.235,2.19,0.888,394.836,5964.949,-61.797
2021-05-07T10:26:21Z,242.757,1.274,0.676,0.171,2.242,0.887,396.934,5978.78,-61.741
2021-05-07T10:26:31Z,242.54,1.242,0.675,0.173,2.24,0.885,396.261,5913.608,-61.758
2021-05-07T10:26:41Z,242.658,1.587,0.673,0.161,2.248,0.888,394.093,5964.36,-61.816
2021-05-07T10:26:51Z,242.89,0.738,0.675,0.194,2.224,0.885,393.819,5931.671,-61.821
2021-05-07T10:27:01Z,242.691,0.703,0.676,0.196,2.223,0.886,394.225,5956.803,-61.81
2021-05-07T10:27:21Z,242.579,17.648,0.676,0.143,2.26,0.894,393.771,6104.729,-61.824
2021-05-07T10:27:31Z,242.241,17.939,0.672,0.139,2.263,0.886,394.408,5934.578,-61.807
2021-05-07T10:27:41Z,267.18,4.362,0.725,0.789,0.671,0.893,398.434,6257.21,-61.655
2021-05-07T10:27:51Z,267.356,4.364,0.723,0.778,0.726,0.897,396.157,6334.674,-61.714
2021-05-07T10:28:01Z,242.594,17.133,0.67,0.163,2.247,0.887,393.674,5965.517,-61.825
2021-05-07T10:28:21Z,243.074,1.264,0.675,0.167,2.246,0.891,395.108,6054.384,-61.788
2021-05-07T10:28:31Z,243.13,0.584,0.674,0.189,2.228,0.893,392.733,6068.515,-61.851
2021-05-07T10:28:41Z,242.589,0.591,0.676,0.188,2.228,0.889,394.728,5990.718,-61.799
2021-05-07T10:28:51Z,242.965,1.873,0.675,0.142,2.26,0.887,394.268,5956.228,-61.81
2021-05-07T10:29:01Z,243.108,1.857,0.674,0.142,2.26,0.891,391.732,6024.232,-61.877
2021-05-07T10:29:21Z,243.292,0.705,0.673,0.891,0.168,0.884,395.625,5928.803,-61.773
2021-05-07T10:29:31Z,242.676,12.05,0.671,0.169,2.242,0.889,394.104,5983.991,-61.814
2021-05-07T10:29:41Z,242.568,12.664,0.67,0.145,2.258,0.891,393.183,6032.87,-61.839
2021-05-07T10:29:51Z,243.381,13.104,0.671,0.131,2.266,0.89,394.316,6006.958,-61.809
2021-05-07T10:30:01Z,243.302,9.628,0.672,0.294,2.123,0.888,393.62,5971.817,-61.826
2021-05-07T10:30:21Z,243.097,1.295,0.677,0.175,2.238,0.891,394.387,6050.847,-61.809
2021-05-07T10:30:31Z,242.786,1.257,0.673,0.179,2.235,0.886,394.285,5947.996,-61.81
2021-05-07T10:30:41Z,242.596,2.144,0.671,0.149,2.256,0.883,395.888,5897.755,-61.768
2021-05-07T10:30:51Z,242.66,0.656,0.674,0.207,2.213,0.885,395.176,5931.639,-61.787
2021-05-07T10:31:01Z,242.833,0.663,0.677,0.205,2.214,0.885,394.553,5951.777,-61.804
2021-05-07T10:31:21Z,242.661,1.206,0.675,0.178,2.236,0.885,396.763,5950.498,-61.746
2021-05-07T10:31:31Z,242.735,2.102,0.672,0.146,2.258,0.89,393.606,6011.979,-61.828
2021-05-07T10:31:41Z,242.955,1.869,0.672,0.153,2.254,0.886,395.39,5951.307,-61.781
2021-05-07T10:31:51Z,243.096,0.568,0.671,0.211,2.212,0.883,395.784,5904.447,-61.771
2021-05-07T10:32:01Z,242.657,0.532,0.673,0.21,2.212,0.889,393.248,6004.007,-61.837
2021-05-07T10:32:21Z,242.941,0.667,0.672,0.147,2.258,0.89,395.379,6044.325,-61.781
2021-05-07T10:32:31Z,242.196,0.627,0.671,0.148,2.257,0.889,393.627,5984.253,-61.826
2021-05-07T10:32:41Z,241.89,0.546,0.674,0.152,2.255,0.892,392.007,6048.125,-61.87
2021-05-07T10:32:51Z,242.615,0.554,0.676,0.151,2.255,0.89,392.478,6023.163,-61.858
2021-05-07T10:33:01Z,243.232,0.51,0.675,0.152,2.254,0.884,395.001,5915.043,-61.79
2021-05-07T10:33:21Z,242.956,1.138,0.682,0.113,2.276,0.888,395.116,5999.453,-61.789
2021-05-07T10:33:31Z,242.563,0.7,0.67,0.122,2.271,0.882,395.239,5877.278,-61.785
2021-05-07T10:33:41Z,242.141,0.7,0.668,0.126,2.27,0.88,396.587,5831.363,-61.75
2021-05-07T10:33:51Z,242.489,0.865,0.669,0.122,2.272,0.885,395.05,5913.203,-61.792
2021-05-07T10:34:01Z,242.899,0.901,0.671,0.119,2.273,0.885,395.506,5925.719,-61.78
2021-05-07T10:34:21Z,242.415,0.61,0.668,0.178,2.238,0.877,402.522,5815.702,-61.6
2021-05-07T10:34:31Z,242.227,0.589,0.669,0.175,2.239,0.882,398.796,5859.748,-61.697
2021-05-07T10:34:41Z,242.722,1.401,0.663,0.147,2.257,0.871,402.965,5698.823,-61.59
2021-05-07T10:34:51Z,242.444,1.406,0.663,0.149,2.256,0.866,405.88,5627.305,-61.517
2021-05-07T10:35:01Z,242.198,2.317,0.668,0.119,2.272,0.873,403.173,5731.044,-61.586
2021-05-07T10:35:21Z,242.315,1.004,0.678,0.153,2.253,0.867,407.425,5686.621,-61.477
2021-05-07T10:35:31Z,242.039,0.992,0.674,0.153,2.254,0.876,400.242,5780.658,-61.657
2021-05-07T10:35:41Z,242.278,0.688,0.676,0.164,2.247,0.886,394.334,5949.874,-61.809
2021-05-07T10:35:51Z,242.398,0.708,0.678,0.162,2.247,0.889,393.956,5997.18,-61.82
2021-05-07T10:36:01Z,242.426,1.946,0.677,0.124,2.271,0.889,394.056,5999.097,-61.816
2021-05-07T10:36:21Z,242.718,3.651,0.673,0.117,2.275,0.891,395.442,6045.086,-61.781
2021-05-07T10:36:31Z,243.055,0.729,0.674,0.228,2.195,0.887,394.549,5961.844,-61.803
2021-05-07T10:36:41Z,242.43,0.692,0.676,0.226,2.195,0.88,396.919,5869.807,-61.743
2021-05-07T10:36:51Z,241.662,1.029,0.672,0.211,2.21,0.884,396.748,5906.453,-61.749
2021-05-07T10:37:01Z,242.062,3.374,0.67,0.125,2.27,0.887,394.886,5974.099,-61.796
2021-05-07T10:37:21Z,242.955,1.221,0.684,0.128,2.268,0.883,397.496,5940.34,-61.728
2021-05-07T10:37:31Z,242.498,1.759,0.68,0.113,2.276,0.886,394.178,5981.26,-61.815
2021-05-07T10:37:41Z,242.17,2.495,0.681,0.097,2.283,0.89,393.502,6037.963,-61.831
2021-05-07T10:37:51Z,242.749,0.593,0.678,0.148,2.257,0.889,393.828,5999.695,-61.821
2021-05-07T10:38:01Z,243.177,0.567,0.676,0.149,2.257,0.889,392.923,5997.607,-61.845
2021-05-07T10:38:21Z,242.796,1.391,0.684,0.138,2.264,0.892,393.556,6080.873,-61.829
2021-05-07T10:38:31Z,242.561,0.672,0.681,0.16,2.25,0.888,392.97,5985.116,-61.843
2021-05-07T10:38:41Z,242.675,0.694,0.679,0.158,2.25,0.894,391.03,6083.776,-61.895
2021-05-07T10:38:51Z,242.242,0.723,0.674,0.159,2.25,0.89,393.027,6017.939,-61.844
2021-05-07T10:39:01Z,242.55,0.636,0.672,0.164,2.246,0.877,398.28,5812.214,-61.707
2021-05-07T10:39:21Z,242.425,0.777,0.67,0.308,2.106,0.86,411.112,5554.264,-61.386
2021-05-07T10:39:31Z,242.05,0.678,0.672,0.307,2.104,0.869,402.806,5692.415,-61.593
2021-05-07T10:39:41Z,242.129,3.605,0.676,0.156,2.252,0.873,400.18,5753.927,-61.659
2021-05-07T10:39:51Z,241.795,3.299,0.658,0.178,2.236,0.845,417.325,5269.716,-61.232
2021-05-07T10:40:01Z,242.062,3.278,0.657,0.18,2.234,0.838,422.08,5167.313,-61.119
2021-05-07T10:40:21Z,242.365,18.44,0.681,0.128,2.269,0.879,400.012,5884.077,-61.664
2021-05-07T10:40:31Z,242.616,18.38,0.678,0.13,2.267,0.883,396.565,5919.777,-61.753
2021-05-07T10:40:41Z,251.821,4.209,0.514,0.841,0.414,0.867,405.638,5400.83,-61.507
2021-05-07T10:40:51Z,251.737,4.232,0.518,0.84,0.418,0.865,406.125,5361.927,-61.493
2021-05-07T10:41:01Z,242.287,17.743,0.68,0.151,2.254,0.874,400.506,5757.148,-61.65
2021-05-07T10:41:21Z,242.001,1.562,0.677,0.15,2.255,0.856,413.64,5497.567,-61.324
2021-05-07T10:41:31Z,241.647,1.505,0.673,0.153,2.253,0.844,419.568,5289.324,-61.179
2021-05-07T10:41:41Z,242.078,0.581,0.676,0.18,2.235,0.874,403.566,5744.29,-61.574
2021-05-07T10:41:51Z,242.646,0.577,0.678,0.178,2.236,0.886,396.749,5953.582,-61.748
2021-05-07T10:42:01Z,242.912,0.906,0.679,0.163,2.246,0.884,397.172,5935.52,-61.736
2021-05-07T10:42:21Z,242.207,0.608,0.674,0.271,2.147,0.877,402.44,5807.743,-61.604
2021-05-07T10:42:31Z,241.999,0.567,0.665,0.282,2.134,0.86,409.885,5528.834,-61.419
2021-05-07T10:42:41Z,242.498,3.448,0.669,0.143,2.259,0.867,406.168,5637.471,-61.51
2021-05-07T10:42:51Z,242.842,3.447,0.674,0.14,2.261,0.875,401.499,5767.701,-61.627
2021-05-07T10:43:01Z,242.915,4.807,0.673,0.103,2.28,0.877,400.545,5810.249,-61.653
2021-05-07T10:43:21Z,242.557,0.667,0.675,0.168,2.245,0.881,399.364,5891.35,-61.68
2021-05-07T10:43:31Z,242.669,0.583,0.676,0.168,2.244,0.881,397.145,5880.836,-61.738
2021-05-07T10:43:41Z,242.748,1.355,0.677,0.14,2.263,0.888,394.257,5999.266,-61.812
2021-05-07T10:43:51Z,243.044,1.111,0.678,0.145,2.259,0.888,393.456,5994.22,-61.83
2021-05-07T10:44:01Z,242.836,1.087,0.676,0.144,2.258,0.889,393.03,6006.281,-61.841
2021-05-07T10:44:21Z,242.573,0.507,0.682,0.898,0.056,0.879,397.658,5885.03,-61.722
2021-05-07T10:44:31Z,242.178,12.629,0.681,0.185,2.232,0.884,395.775,5915.655,-61.772
2021-05-07T10:44:41Z,241.618,13.728,0.684,0.141,2.261,0.888,394.596,5995.441,-61.802
2021-05-07T10:44:51Z,242.235,13.738,0.679,0.143,2.26,0.888,394.694,6012.238,-61.8
2021-05-07T10:45:01Z,242.358,13.742,0.676,0.147,2.258,0.886,395.017,5943.674,-61.791
2021-05-07T10:45:21Z,242.788,1.405,0.685,0.114,2.275,0.896,392.646,6143.286,-61.853
2021-05-07T10:45:31Z,242.771,1.373,0.683,0.115,2.275,0.898,390.963,6149.684,-61.896
2021-05-07T10:45:41Z,243.376,0.872,0.682,0.128,2.268,0.891,393.644,6025.676,-61.826
2021-05-07T10:45:51Z,242.68,0.857,0.681,0.13,2.267,0.886,395.192,5950.951,-61.787
2021-05-07T10:46:01Z,242.664,2.172,0.678,0.098,2.282,0.887,395.2,5972.419,-61.788
2021-05-07T10:46:21Z,243.181,2.122,0.68,0.14,2.262,0.887,396.553,5993.326,-61.752
2021-05-07T10:46:31Z,243.112,1.551,0.678,0.16,2.25,0.891,392.678,6048.044,-61.853
2021-05-07T10:46:41Z,242.947,1.533,0.68,0.161,2.249,0.89,393.509,6041.214,-61.831
2021-05-07T10:46:51Z,243.514,0.626,0.681,0.201,2.219,0.884,395.992,5923.294,-61.765
2021-05-07T10:47:01Z,243.151,0.635,0.682,0.198,2.221,0.886,394.99,5955.333,-61.791
2021-05-07T10:47:21Z,242.228,0.762,0.685,0.198,2.222,0.89,394.68,6076.054,-61.801
2021-05-07T10:47:31Z,242.367,0.74,0.682,0.201,2.22,0.888,393.581,5990.569,-61.828
2021-05-07T10:47:41Z,242.711,2.132,0.684,0.145,2.259,0.885,395.768,5939.096,-61.772
2021-05-07T10:47:51Z,242.345,1.711,0.683,0.157,2.25,0.886,396.869,5971.338,-61.746
2021-05-07T10:48:01Z,242.857,1.716,0.678,0.164,2.248,0.881,397.875,5876.097,-61.718
2021-05-07T10:48:21Z,242.975,1.194,0.679,0.112,2.276,0.893,395.159,6096.38,-61.79
2021-05-07T10:48:31Z,243.036,0.536,0.676,0.131,2.266,0.891,394.014,6038.334,-61.818
2021-05-07T10:48:41Z,242.781,0.556,0.675,0.131,2.266,0.884,396.719,5916.243,-61.747
2021-05-07T10:48:51Z,242.37,1.368,0.679,0.11,2.277,0.881,398.772,5877.255,-61.695
2021-05-07T10:49:01Z,242.169,1.331,0.674,0.113,2.276,0.882,398.01,5891.95,-61.716
2021-05-07T10:49:21Z,242.567,0.587,0.678,0.18,2.234,0.875,404.679,5812.462,-61.547
2021-05-07T10:49:31Z,242.405,2.292,0.669,0.126,2.27,0.874,402.592,5753.318,-61.6
2021-05-07T10:49:41Z,242.347,2.734,0.672,0.115,2.276,0.875,402.336,5785.011,-61.608
2021-05-07T10:49:51Z,242.599,0.768,0.674,0.179,2.236,0.867,405.833,5635.985,-61.518
2021-05-07T10:50:01Z,242.2,0.755,0.675,0.181,2.233,0.865,406.404,5617.783,-61.504
2021-05-07T10:50:21Z,242.201,3.094,0.678,0.177,2.238,0.88,401.129,5874.478,-61.638
2021-05-07T10:50:31Z,241.931,2.481,0.673,0.202,2.217,0.873,401.62,5754.555,-61.624
2021-05-07T10:50:41Z,242.342,0.639,0.667,0.31,2.102,0.86,408.572,5544.414,-61.45
2021-05-07T10:50:51Z,242.5,0.643,0.668,0.31,2.101,0.86,409.933,5553.741,-61.418
2021-05-07T10:51:01Z,242.424,4.11,0.672,0.138,2.262,0.862,407.87,5592.305,-61.468
2021-05-07T10:51:21Z,242.333,1.097,0.671,0.175,2.238,0.863,410.616,5604.541,-61.401
2021-05-07T10:51:31Z,242.8,1.046,0.67,0.178,2.236,0.87,405.807,5688.263,-61.52
2021-05-07T10:51:41Z,242.682,2.023,0.666,0.142,2.26,0.863,408.781,5603.723,-61.445
2021-05-07T10:51:51Z,242.501,0.633,0.663,0.196,2.222,0.857,411.362,5488.206,-61.381
2021-05-07T10:52:01Z,242.166,0.641,0.666,0.2,2.22,0.857,412.006,5492.175,-61.367
2021-05-07T10:52:21Z,241.95,0.685,0.658,0.265,2.156,0.843,422.102,5300.701,-61.12
2021-05-07T10:52:31Z,242.108,0.672,0.655,0.265,2.157,0.844,419.525,5304.11,-61.181
2021-05-07T10:52:41Z,242.127,2.802,0.667,0.16,2.25,0.867,406.854,5644.453,-61.493
2021-05-07T10:52:51Z,242.36,2.559,0.67,0.166,2.244,0.875,403.172,5761.795,-61.584
2021-05-07T10:53:01Z,242.473,2.56,0.675,0.161,2.247,0.875,402.018,5759.717,-61.613
2021-05-07T10:53:21Z,242.045,2.132,0.679,0.119,2.272,0.885,398.751,5965.899,-61.697
2021-05-07T10:53:31Z,242.204,1.67,0.68,0.134,2.265,0.889,394.84,5996.51,-61.796
2021-05-07T10:53:41Z,242.705,0.659,0.68,0.168,2.244,0.889,395.229,6019.266,-61.786
2021-05-07T10:53:51Z,242.923,0.655,0.68,0.165,2.245,0.888,395.208,6000.799,-61.788
2021-05-07T10:54:01Z,242.685,0.64,0.678,0.166,2.245,0.887,395.745,5975.884,-61.774
2021-05-07T10:54:21Z,243.009,0.761,0.68,0.184,2.231,0.886,398.135,5966.728,-61.711
2021-05-07T10:54:31Z,242.613,2.933,0.673,0.115,2.275,0.883,398.079,5900.02,-61.715
2021-05-07T10:54:41Z,242.38,2.921,0.671,0.115,2.274,0.876,401.257,5796.701,-61.633
2021-05-07T10:54:51Z,242.429,2.829,0.676,0.114,2.275,0.882,399.002,5882.227,-61.689
2021-05-07T10:55:01Z,242.463,2.831,0.674,0.116,2.275,0.886,396.457,5941.78,-61.756
2021-05-07T10:55:21Z,241.994,0.544,0.68,0.187,2.23,0.886,398.929,5976.006,-61.691
2021-05-07T10:55:31Z,242.518,0.552,0.677,0.187,2.229,0.887,397.096,5952.242,-61.737
2021-05-07T10:55:41Z,242.451,1.198,0.67,0.164,2.246,0.892,395.331,6031.375,-61.785
2021-05-07T10:55:51Z,242.895,1.155,0.667,0.165,2.245,0.886,397.16,5947.208,-61.736
2021-05-07T10:56:01Z,242.99,1.139,0.671,0.163,2.246,0.885,397.162,5926.18,-61.736
2021-05-07T10:56:21Z,242.352,2.414,0.674,0.092,2.285,0.885,399.937,5949.789,-61.668
2021-05-07T10:56:31Z,242.223,0.539,0.667,0.145,2.258,0.872,404.856,5709.736,-61.543
2021-05-07T10:56:41Z,242.449,0.552,0.67,0.143,2.26,0.873,404.274,5736.123,-61.558
2021-05-07T10:56:51Z,242.979,0.637,0.676,0.137,2.263,0.883,399.109,5909.121,-61.689
2021-05-07T10:57:01Z,242.939,1.417,0.673,0.12,2.273,0.881,400.299,5863.929,-61.659
2021-05-07T10:57:21Z,241.618,3.325,0.663,0.136,2.263,0.859,412.857,5532.773,-61.345
2021-05-07T10:57:31Z,241.69,0.946,0.663,0.237,2.185,0.858,410.951,5496.488,-61.392
2021-05-07T10:57:41Z,242.716,0.987,0.662,0.237,2.184,0.854,413.486,5427.121,-61.329
2021-05-07T10:57:51Z,242.49,1.996,0.658,0.192,2.225,0.844,420.004,5268.838,-61.17
2021-05-07T10:58:01Z,242.214,0.63,0.652,0.264,2.157,0.838,424.994,5180.072,-61.05
2021-05-07T10:58:21Z,241.692,0.638,0.62,0.287,2.136,0.806,447.29,4716.137,-60.532
2021-05-07T10:58:31Z,241.942,0.609,0.617,0.287,2.135,0.808,442.128,4742.074,-60.65
2021-05-07T10:58:41Z,242.097,3.116,0.639,0.153,2.252,0.831,427.718,5091.088,-60.988
2021-05-07T10:58:51Z,241.61,3.069,0.656,0.148,2.254,0.847,417.796,5347.142,-61.226
2021-05-07T10:59:01Z,242.252,1.592,0.671,0.205,2.212,0.857,412.935,5507.954,-61.343
2021-05-07T10:59:21Z,242.476,0.843,0.665,0.227,2.194,0.847,420.355,5348.072,-61.163
2021-05-07T10:59:31Z,242.808,0.799,0.674,0.223,2.199,0.865,407.48,5615.59,-61.477
2021-05-07T10:59:41Z,242.297,1.592,0.675,0.185,2.232,0.869,405.571,5660.094,-61.525
2021-05-07T10:59:51Z,242.059,1.481,0.668,0.192,2.226,0.872,406.04,5708.006,-61.514
2021-05-07T11:00:01Z,242.524,1.484,0.671,0.187,2.228,0.877,401.701,5810.314,-61.623
2021-05-07T11:00:21Z,241.883,21.519,0.677,0.122,2.271,0.859,412.572,5545.626,-61.351
2021-05-07T11:00:31Z,242.149,18.224,0.637,0.276,2.143,0.818,437.228,4897.932,-60.763
2021-05-07T11:00:41Z,264.49,1.454,0.497,0.884,0.242,0.595,593.764,2417.018,-57.428
2021-05-07T11:00:51Z,264.174,1.448,0.511,0.883,0.257,0.599,580.609,2472.078,-57.638
2021-05-07T11:01:01Z,241.904,19.533,0.661,0.196,2.22,0.845,419.583,5321.495,-61.181
2021-05-07T11:01:21Z,243.31,1.141,0.67,0.15,2.255,0.872,405.506,5732.081,-61.526
2021-05-07T11:01:31Z,242.628,0.603,0.669,0.176,2.238,0.866,406.191,5619.011,-61.51
2021-05-07T11:01:41Z,242.174,0.603,0.67,0.173,2.239,0.871,405.281,5694.024,-61.535
2021-05-07T11:01:51Z,242.203,1.992,0.671,0.123,2.27,0.874,404.269,5747.157,-61.559
2021-05-07T11:02:01Z,242.463,0.758,0.671,0.165,2.246,0.866,406.808,5629.766,-61.494
2021-05-07T11:02:21Z,242.339,1.599,0.674,0.202,2.217,0.871,406.189,5747.817,-61.512
2021-05-07T11:02:31Z,242.397,1.591,0.671,0.205,2.214,0.863,408.625,5593.796,-61.45
2021-05-07T11:02:41Z,242.536,2.634,0.672,0.162,2.249,0.873,403.2,5736.514,-61.585
2021-05-07T11:02:51Z,242.218,2.917,0.675,0.15,2.256,0.872,404.231,5741.754,-61.56
2021-05-07T11:03:01Z,242.316,0.585,0.661,0.264,2.157,0.856,414.766,5454.292,-61.3
2021-05-07T11:03:21Z,241.958,2.704,0.659,0.171,2.241,0.848,417.766,5383.888,-61.224
2021-05-07T11:03:31Z,242.044,1.912,0.634,0.222,2.201,0.826,430.753,4974.84,-60.914
2021-05-07T11:03:41Z,241.45,0.789,0.585,0.307,2.113,0.774,464.998,4256.114,-60.136
2021-05-07T11:03:51Z,241.511,0.842,0.546,0.315,2.103,0.739,491.549,3805.854,-59.572
2021-05-07T11:04:01Z,241.877,0.833,0.567,0.308,2.111,0.764,472.749,4120.098,-59.967
2021-05-07T11:04:21Z,243.032,0.636,0.665,0.27,2.149,0.838,424.734,5243.965,-61.051
2021-05-07T11:04:31Z,242.701,1.944,0.671,0.198,2.221,0.864,406.792,5621.187,-61.495
2021-05-07T11:04:41Z,242.843,2.524,0.67,0.174,2.239,0.872,403.16,5727.536,-61.587
2021-05-07T11:04:51Z,242.603,4.036,0.675,0.122,2.271,0.879,400.787,5851.325,-61.646
2021-05-07T11:05:01Z,241.942,4.304,0.678,0.111,2.276,0.882,398.768,5908.101,-61.696
2021-05-07T11:05:21Z,241.724,7.662,0.68,0.114,2.276,0.89,396.159,6035.329,-61.764
2021-05-07T11:05:31Z,241.804,6.986,0.675,0.135,2.265,0.881,399.372,5875.923,-61.682
2021-05-07T11:05:41Z,242.173,6.321,0.669,0.161,2.247,0.863,408.5,5588.178,-61.452
2021-05-07T11:05:51Z,242.221,6.357,0.649,0.169,2.244,0.847,418.073,5322.475,-61.218
2021-05-07T11:06:01Z,242.279,0.734,0.62,0.589,1.569,0.781,462.009,4399.759,-60.185
2021-05-07T11:06:21Z,242.049,0.646,0.653,0.498,1.788,0.82,437.251,4964.281,-60.757
2021-05-07T11:06:31Z,242.329,5.163,0.648,0.18,2.234,0.83,427.809,5090.505,-60.986
2021-05-07T11:06:41Z,242.319,6.465,0.654,0.133,2.265,0.839,423.017,5213.457,-61.099
2021-05-07T11:06:51Z,242.457,4.037,0.663,0.228,2.195,0.847,417.245,5350.669,-61.237
2021-05-07T11:07:01Z,242.3,4.012,0.662,0.229,2.195,0.854,413.034,5433.812,-61.34
2021-05-07T11:07:21Z,243.033,0.567,0.657,0.9,0.017,0.844,416.562,5328.06,-61.251
2021-05-07T11:07:31Z,242.514,12.674,0.663,0.277,2.142,0.847,417.514,5334.6,-61.231
2021-05-07T11:07:41Z,242.438,14.969,0.668,0.162,2.247,0.851,414.836,5413.588,-61.298
2021-05-07T11:07:51Z,242.572,14.947,0.663,0.165,2.245,0.847,415.98,5368.338,-61.27
2021-05-07T11:08:01Z,242.277,13.781,0.644,0.224,2.198,0.831,426.886,5100.3,-61.006
2021-05-07T11:08:21Z,241.974,1.269,0.62,0.281,2.141,0.829,431.979,5040.079,-60.887
2021-05-07T11:08:31Z,242.152,3.724,0.641,0.158,2.25,0.838,424.482,5194.954,-61.065
2021-05-07T11:08:41Z,241.96,2.632,0.642,0.204,2.216,0.835,426.148,5141.748,-61.023
2021-05-07T11:08:51Z,242.396,2.598,0.622,0.21,2.211,0.808,442.349,4769.81,-60.643
2021-05-07T11:09:01Z,242.383,0.623,0.619,0.33,2.076,0.789,453.521,4532.337,-60.389
2021-05-07T11:09:21Z,243.076,1.304,0.66,0.204,2.216,0.814,439.618,4917.602,-60.705
2021-05-07T11:09:31Z,241.83,1.777,0.661,0.176,2.238,0.842,421.666,5281.803,-61.133
2021-05-07T11:09:41Z,242.227,1.309,0.657,0.196,2.222,0.848,418.888,5340.041,-61.2
2021-05-07T11:09:51Z,242.37,1.304,0.658,0.197,2.221,0.844,420.959,5285.626,-61.148
2021-05-07T11:10:01Z,241.916,0.688,0.649,0.234,2.189,0.825,431.773,5017.689,-60.89
2021-05-07T11:10:21Z,241.218,1.388,0.467,0.719,1.253,0.692,536.577,3226.468,-58.664
2021-05-07T11:10:31Z,243.495,1.704,0.37,0.708,1.308,0.635,603.944,2594.157,-57.459
2021-05-07T11:10:41Z,244.151,1.982,0.434,0.674,1.399,0.67,555.39,3002.042,-58.304
2021-05-07T11:10:51Z,242.05,1.942,0.51,0.665,1.406,0.704,522.254,3396.009,-58.948
2021-05-07T11:11:01Z,242.216,1.348,0.321,0.737,1.194,0.625,619.926,2429.564,-57.182
2021-05-07T11:11:21Z,274.011,8.454,0.301,0.817,0.781,0.665,649.258,3082.036,-56.655
2021-05-07T11:11:31Z,243.915,12.982,0.551,0.491,1.801,0.76,480.462,4035.154,-59.779
2021-05-07T11:11:41Z,277.754,2.361,0.643,0.88,0.196,0.795,472.468,4991.796,-59.914
2021-05-07T11:11:51Z,276.752,1.831,0.635,0.889,0.143,0.789,477.08,4902.703,-59.818
2021-05-07T11:12:01Z,241.766,15.295,0.629,0.248,2.176,0.805,444.336,4712.769,-60.6
2021-05-07T11:12:21Z,242.594,3.755,0.588,0.429,1.93,0.78,460.899,4370.564,-60.223
2021-05-07T11:12:31Z,242.519,3.723,0.611,0.421,1.938,0.786,453.467,4454.766,-60.387
2021-05-07T11:12:41Z,241.974,6.266,0.648,0.229,2.194,0.829,428.523,5065.139,-60.968
2021-05-07T11:12:51Z,242.49,0.64,0.649,0.709,1.195,0.837,423.181,5174.168,-61.092
2021-05-07T11:13:01Z,242.617,0.655,0.656,0.698,1.238,0.848,416.328,5337.145,-61.258
2021-05-07T11:13:21Z,242.338,2.181,0.66,0.134,2.265,0.869,409.861,5689.502,-61.421
2021-05-07T11:13:31Z,242.765,2.426,0.661,0.127,2.268,0.863,409.772,5560.618,-61.421
2021-05-07T11:13:41Z,242.572,0.596,0.661,0.193,2.224,0.853,413.942,5419.02,-61.318
