'dates', 'ACI', 'BI', 'DNSI', 'AEI', 'ADI', 'HS', 'HT', 'SC', 'dBFS'
2021-05-07T01:35:21Z,317.174,16.368,-0.258,0.806,0.895,0.538,1317.246,888.6,-47.111
2021-05-07T01:35:31Z,251.817,7.637,-0.287,0.865,0.467,0.455,956.167,790.104,-51.715
2021-05-07T01:35:41Z,340.422,22.779,0.65,0.652,1.205,0.65,960.626,4205.197,-52.19
2021-05-07T01:35:51Z,343.844,8.443,0.058,0.846,0.62,0.466,1689.179,1368.34,-45.534
2021-05-07T01:36:01Z,337.842,7.806,0.002,0.859,0.513,0.441,1830.738,1161.757,-44.625
2021-05-07T01:36:21Z,329.336,11.786,0.355,0.843,0.502,0.477,974.231,1722.728,-52.059
2021-05-07T01:36:31Z,300.706,12.596,0.135,0.834,0.708,0.487,1141.802,1135.364,-49.86
2021-05-07T01:36:41Z,294.946,12.66,0.008,0.838,0.69,0.491,1308.414,1020.762,-48.475
2021-05-07T01:36:51Z,286.43,7.278,-0.124,0.866,0.458,0.464,1322.407,821.507,-48.617
2021-05-07T01:37:01Z,302.695,8.015,-0.151,0.86,0.493,0.441,1358.118,778.594,-48.282
2021-05-07T01:37:21Z,285.376,4.921,-0.423,0.895,0.118,0.292,1655.061,407.68,-45.182
2021-05-07T01:37:31Z,260.766,17.165,-0.393,0.869,0.45,0.356,1522.966,502.563,-46.747
2021-05-07T01:37:41Z,258.361,16.934,-0.345,0.869,0.456,0.381,1442.601,560.407,-47.481
2021-05-07T01:37:51Z,336.467,23.725,0.367,0.827,0.542,0.444,1842.032,1491.277,-44.88
2021-05-07T01:38:01Z,340.279,23.758,0.384,0.836,0.484,0.468,1980.93,1683.082,-44.301
2021-05-07T01:38:21Z,295.604,24.873,0.478,0.77,0.816,0.483,1380.408,1554.085,-48.226
2021-05-07T01:38:31Z,372.213,21.961,0.533,0.81,0.646,0.637,1918.664,4432.828,-44.185
2021-05-07T01:38:41Z,397.537,22.967,0.497,0.806,0.661,0.615,2233.792,4156.017,-42.647
2021-05-07T01:38:51Z,402.706,23.785,-0.023,0.815,0.744,0.514,1873.755,1964.754,-44.814
2021-05-07T01:39:01Z,281.947,6.469,-0.522,0.869,0.451,0.431,1443.147,690.841,-47.313
2021-05-07T01:39:21Z,348.319,6.845,-0.455,0.893,0.155,0.333,2178.39,509.506,-42.049
2021-05-07T01:39:31Z,292.637,24.694,0.148,0.808,0.836,0.549,1419.798,1574.578,-47.502
2021-05-07T01:39:41Z,279.5,25.666,0.018,0.749,1.128,0.492,2748.851,933.571,-39.962
2021-05-07T01:39:51Z,365.584,28.246,0.131,0.687,1.327,0.589,2668.825,2325.126,-40.237
2021-05-07T01:40:01Z,394.594,30.281,0.631,0.576,1.539,0.89,1594.559,8484.268,-46.479
2021-05-07T01:40:21Z,296.559,10.14,0.323,0.831,0.58,0.442,951.216,1307.519,-51.978
2021-05-07T01:40:31Z,247.374,8.536,0.289,0.879,0.246,0.369,1021.188,826.353,-51.268
2021-05-07T01:40:41Z,239.156,5.235,0.223,0.885,0.271,0.387,851.475,940.096,-53.341
2021-05-07T01:40:51Z,239.011,3.862,0.284,0.887,0.233,0.371,818.417,957.057,-53.792
2021-05-07T01:41:01Z,239.346,9.996,0.103,0.86,0.53,0.443,851.149,1048.433,-53.487
2021-05-07T01:41:21Z,259.655,9.62,0.209,0.856,0.479,0.461,860.571,1244.233,-53.364
2021-05-07T01:41:31Z,277.002,9.073,-0.215,0.844,0.646,0.441,1096.143,873.831,-50.382
2021-05-07T01:41:41Z,280.738,11.115,-0.114,0.834,0.702,0.459,1274.491,1219.203,-48.939
2021-05-07T01:41:51Z,288.321,18.697,0.392,0.678,1.318,0.588,881.838,2863.958,-53.093
2021-05-07T01:42:01Z,293.673,5.04,0.48,0.799,0.759,0.57,741.59,2371.681,-54.917
2021-05-07T01:42:21Z,256.34,9.99,-0.045,0.864,0.454,0.36,1161.132,631.611,-49.495
2021-05-07T01:42:31Z,249.176,12.259,-0.123,0.835,0.708,0.465,1132.034,891.213,-50.26
2021-05-07T01:42:41Z,257.032,14.705,-0.052,0.83,0.722,0.461,1240.261,969.03,-49.394
2021-05-07T01:42:51Z,262.591,21.365,0.425,0.679,1.323,0.573,811.093,1964.666,-53.964
2021-05-07T01:43:01Z,256.492,23.66,0.466,0.674,1.306,0.629,695.389,2247.919,-55.692
2021-05-07T01:43:21Z,259.165,6.866,0.029,0.742,1.202,0.729,653.246,2754.724,-56.433
2021-05-07T01:43:31Z,268.081,10.451,0.238,0.614,1.61,0.781,639.111,3279.624,-56.616
2021-05-07T01:43:41Z,260.392,11.614,0.478,0.623,1.529,0.794,557.046,3688.035,-58.092
2021-05-07T01:43:51Z,245.307,4.085,0.404,0.81,0.834,0.821,477.728,4424.357,-59.798
2021-05-07T01:44:01Z,241.874,11.99,0.552,0.382,2.017,0.834,454.444,5046.296,-60.363
2021-05-07T01:44:21Z,242.424,1.005,0.576,0.219,2.209,0.779,489.6,4377.789,-59.615
2021-05-07T01:44:31Z,242.388,2.318,0.599,0.158,2.254,0.798,473.316,4693.951,-59.958
2021-05-07T01:44:41Z,241.671,3.004,0.631,0.127,2.271,0.838,450.512,5274.544,-60.461
2021-05-07T01:44:51Z,241.579,2.587,0.628,0.14,2.264,0.825,456.928,5086.314,-60.317
2021-05-07T01:45:01Z,242.09,2.361,0.619,0.148,2.258,0.814,461.122,4907.983,-60.226
2021-05-07T01:45:21Z,248.625,1.791,0.536,0.858,0.511,0.766,505.778,4196.976,-59.255
2021-05-07T01:45:31Z,247.864,1.826,0.5,0.856,0.545,0.743,528.998,3886.771,-58.802
2021-05-07T01:45:41Z,241.817,6.198,0.564,0.489,1.824,0.762,503.179,4182.581,-59.332
2021-05-07T01:45:51Z,242.748,6.105,0.629,0.468,1.853,0.815,464.221,4945.43,-60.15
2021-05-07T01:46:01Z,242.837,11.464,0.649,0.141,2.262,0.841,446.936,5329.429,-60.543
2021-05-07T01:46:21Z,241.803,0.799,0.641,0.256,2.167,0.831,458.188,5123.597,-60.289
2021-05-07T01:46:31Z,241.403,1.652,0.638,0.217,2.207,0.824,460.542,5057.533,-60.237
2021-05-07T01:46:41Z,241.994,1.685,0.614,0.225,2.2,0.791,480.448,4615.685,-59.808
2021-05-07T01:46:51Z,242.421,2.963,0.613,0.17,2.244,0.792,479.594,4638.065,-59.826
2021-05-07T01:47:01Z,242.143,3.654,0.618,0.146,2.26,0.803,472.162,4783.135,-59.984
2021-05-07T01:47:21Z,253.854,2.887,0.281,0.887,0.204,0.619,640.569,2464.59,-56.746
2021-05-07T01:47:31Z,289.708,7.332,0.235,0.869,0.291,0.593,813.025,2321.797,-54.168
2021-05-07T01:47:41Z,285.768,14.264,0.394,0.84,0.545,0.637,692.312,2885.921,-55.783
2021-05-07T01:47:51Z,242.077,27.596,0.616,0.209,2.214,0.803,476.183,4786.577,-59.893
2021-05-07T01:48:01Z,242.335,28.651,0.641,0.156,2.253,0.856,441.173,5519.868,-60.674
2021-05-07T01:48:21Z,241.154,9.917,0.601,0.201,2.221,0.811,476.839,4828.415,-59.881
2021-05-07T01:48:31Z,242.221,0.959,0.557,0.854,0.553,0.765,510.848,4183.894,-59.16
2021-05-07T01:48:41Z,242.947,0.957,0.575,0.857,0.52,0.74,531.644,3912.019,-58.749
2021-05-07T01:48:51Z,242.282,6.912,0.61,0.386,1.999,0.777,498.435,4426.802,-59.418
2021-05-07T01:49:01Z,241.803,8.358,0.584,0.291,2.136,0.79,487.089,4551.279,-59.663
2021-05-07T01:49:21Z,241.809,3.53,0.477,0.507,1.803,0.687,568.356,3255.395,-58.089
2021-05-07T01:49:31Z,241.438,0.693,0.524,0.745,1.114,0.695,562.025,3418.254,-58.198
2021-05-07T01:49:41Z,242.434,0.722,0.577,0.733,1.137,0.731,532.974,3824.941,-58.736
2021-05-07T01:49:51Z,242.485,6.343,0.586,0.264,2.166,0.761,507.29,4195.863,-59.251
2021-05-07T01:50:01Z,242.169,3.157,0.528,0.525,1.762,0.737,526.606,3859.555,-58.868
2021-05-07T01:50:21Z,254.597,4.17,0.02,0.885,0.273,0.567,812.505,1806.223,-54.286
2021-05-07T01:50:31Z,245.884,16.699,0.172,0.818,0.81,0.589,738.836,2075.809,-55.378
2021-05-07T01:50:41Z,283.376,11.843,0.706,0.845,0.452,0.653,769.323,3194.988,-54.83
2021-05-07T01:50:51Z,283.385,11.819,0.759,0.828,0.572,0.676,726.452,3557.178,-55.391
2021-05-07T01:51:01Z,246.279,23.159,0.486,0.54,1.715,0.663,624.167,2950.799,-57.118
2021-05-07T01:51:21Z,245.962,2.415,0.013,0.797,0.935,0.571,817.3,1775.023,-54.308
2021-05-07T01:51:31Z,246.26,2.366,0.034,0.799,0.927,0.569,808.333,1775.988,-54.395
2021-05-07T01:51:41Z,242.968,1.794,0.451,0.825,0.74,0.652,600.758,2855.066,-57.461
2021-05-07T01:51:51Z,242.864,5.432,0.62,0.547,1.68,0.782,489.854,4491.795,-59.6
2021-05-07T01:52:01Z,241.88,11.644,0.64,0.133,2.268,0.827,459.005,5093.412,-60.271
2021-05-07T01:52:21Z,242.011,5.828,0.648,0.124,2.271,0.851,440.718,5447.255,-60.686
2021-05-07T01:52:31Z,241.96,5.078,0.625,0.153,2.255,0.816,466.993,4934.276,-60.094
2021-05-07T01:52:41Z,242.285,0.62,0.539,0.437,1.914,0.762,514.558,4093.953,-59.102
2021-05-07T01:52:51Z,241.879,0.599,0.565,0.421,1.94,0.785,491.004,4399.26,-59.572
2021-05-07T01:53:01Z,242.191,4.217,0.659,0.174,2.239,0.847,444.862,5403.532,-60.589
2021-05-07T01:53:21Z,242.489,1.107,0.652,0.077,2.29,0.861,434.48,5608.742,-60.829
2021-05-07T01:53:31Z,242.056,0.894,0.661,0.079,2.29,0.877,424.813,5880.098,-61.058
2021-05-07T01:53:41Z,242.0,0.935,0.671,0.076,2.291,0.891,417.376,6138.235,-61.238
2021-05-07T01:53:51Z,242.128,0.744,0.669,0.079,2.29,0.891,417.889,6135.698,-61.225
2021-05-07T01:54:01Z,241.958,0.689,0.667,0.08,2.29,0.893,416.919,6143.165,-61.249
2021-05-07T01:54:21Z,242.552,0.716,0.664,0.094,2.284,0.893,415.431,6140.361,-61.285
2021-05-07T01:54:31Z,242.141,0.697,0.66,0.097,2.283,0.887,418.497,6043.951,-61.21
2021-05-07T01:54:41Z,242.062,1.998,0.66,0.073,2.291,0.886,419.675,6025.17,-61.182
2021-05-07T01:54:51Z,241.805,1.864,0.664,0.074,2.291,0.884,421.707,6026.957,-61.132
2021-05-07T01:55:01Z,241.488,0.567,0.662,0.102,2.281,0.875,427.141,5866.05,-61.002
2021-05-07T01:55:21Z,241.79,0.709,0.664,0.118,2.275,0.884,418.812,5958.674,-61.202
2021-05-07T01:55:31Z,241.778,2.843,0.665,0.071,2.292,0.893,413.747,6150.822,-61.327
2021-05-07T01:55:41Z,242.258,2.851,0.663,0.071,2.292,0.891,414.757,6106.374,-61.302
2021-05-07T01:55:51Z,242.192,2.894,0.666,0.072,2.292,0.89,415.023,6090.96,-61.295
2021-05-07T01:56:01Z,241.913,2.886,0.671,0.073,2.292,0.899,411.067,6264.944,-61.393
2021-05-07T01:56:21Z,242.945,2.009,0.67,0.103,2.281,0.897,411.897,6203.78,-61.372
2021-05-07T01:56:31Z,243.423,1.859,0.663,0.107,2.279,0.897,411.184,6210.555,-61.389
2021-05-07T01:56:41Z,243.938,1.86,0.655,0.107,2.279,0.898,411.284,6204.433,-61.387
2021-05-07T01:56:51Z,243.359,2.422,0.655,0.096,2.284,0.893,414.084,6138.204,-61.318
2021-05-07T01:57:01Z,242.595,0.668,0.653,0.142,2.261,0.885,419.384,5979.951,-61.189
2021-05-07T01:57:21Z,241.579,2.235,0.651,0.09,2.286,0.881,421.121,5902.303,-61.147
2021-05-07T01:57:31Z,242.136,2.186,0.657,0.089,2.287,0.889,415.958,6040.354,-61.272
2021-05-07T01:57:41Z,242.599,2.177,0.66,0.089,2.287,0.893,412.342,6112.886,-61.361
2021-05-07T01:57:51Z,242.552,3.172,0.656,0.072,2.292,0.892,415.266,6098.687,-61.29
2021-05-07T01:58:01Z,242.09,0.639,0.658,0.124,2.271,0.891,416.789,6080.269,-61.253
2021-05-07T01:58:21Z,243.204,0.626,0.648,0.885,0.271,0.785,434.015,4686.24,-60.805
2021-05-07T01:58:31Z,241.668,29.31,0.659,0.094,2.285,0.88,421.517,5906.01,-61.137
2021-05-07T01:58:41Z,242.302,18.686,0.631,0.821,0.723,0.769,482.755,4302.229,-59.696
2021-05-07T01:58:51Z,241.843,18.706,0.631,0.823,0.691,0.746,503.96,4026.682,-59.263
2021-05-07T01:59:01Z,241.814,25.984,0.67,0.198,2.221,0.852,439.898,5486.517,-60.694
2021-05-07T01:59:21Z,242.671,0.694,0.655,0.842,0.6,0.883,417.127,5931.549,-61.243
2021-05-07T01:59:31Z,242.449,14.266,0.655,0.06,2.295,0.885,417.314,5976.311,-61.239
2021-05-07T01:59:41Z,242.341,9.831,0.65,0.163,2.25,0.888,415.603,6036.591,-61.28
2021-05-07T01:59:51Z,242.701,9.855,0.642,0.165,2.249,0.887,417.5,6008.376,-61.234
2021-05-07T02:00:01Z,242.813,13.735,0.651,0.069,2.293,0.893,413.289,6110.126,-61.337
2021-05-07T02:00:21Z,242.577,0.74,0.668,0.117,2.275,0.904,405.902,6321.402,-61.521
2021-05-07T02:00:31Z,242.239,0.715,0.663,0.118,2.274,0.902,406.535,6291.588,-61.504
2021-05-07T02:00:41Z,241.994,3.832,0.666,0.062,2.295,0.902,406.78,6276.008,-61.498
2021-05-07T02:00:51Z,242.059,3.818,0.666,0.062,2.295,0.904,406.302,6316.698,-61.511
2021-05-07T02:01:01Z,242.333,1.242,0.665,0.107,2.28,0.902,407.759,6290.993,-61.475
2021-05-07T02:01:21Z,242.393,2.858,0.661,0.062,2.295,0.899,409.467,6193.343,-61.432
2021-05-07T02:01:31Z,242.075,1.159,0.662,0.09,2.286,0.903,408.47,6281.225,-61.457
2021-05-07T02:01:41Z,242.274,1.077,0.665,0.093,2.285,0.901,410.611,6262.86,-61.403
2021-05-07T02:01:51Z,241.96,1.055,0.665,0.091,2.285,0.899,411.509,6241.299,-61.381
2021-05-07T02:02:01Z,242.07,0.731,0.631,0.104,2.281,0.895,418.368,6135.3,-61.213
2021-05-07T02:02:21Z,241.782,10.953,0.585,0.087,2.288,0.879,434.735,5744.685,-60.822
2021-05-07T02:02:31Z,241.995,12.371,0.615,0.059,2.296,0.89,421.944,5973.369,-61.126
2021-05-07T02:02:41Z,242.47,11.41,0.663,0.069,2.293,0.902,411.028,6295.075,-61.393
2021-05-07T02:02:51Z,244.53,0.611,0.667,0.677,1.308,0.899,413.251,6234.562,-61.334
2021-05-07T02:03:01Z,244.678,0.616,0.668,0.678,1.312,0.899,413.03,6227.137,-61.34
2021-05-07T02:03:21Z,241.799,4.932,0.669,0.051,2.297,0.904,411.92,6291.979,-61.371
2021-05-07T02:03:31Z,241.883,2.893,0.668,0.077,2.291,0.901,413.515,6260.046,-61.332
2021-05-07T02:03:41Z,242.371,0.627,0.667,0.127,2.269,0.898,414.01,6201.61,-61.32
2021-05-07T02:03:51Z,242.732,0.642,0.668,0.131,2.269,0.9,412.239,6243.979,-61.363
2021-05-07T02:04:01Z,242.075,3.854,0.659,0.065,2.294,0.897,414.842,6181.193,-61.3
2021-05-07T02:04:21Z,242.603,2.505,0.659,0.077,2.29,0.897,413.384,6149.814,-61.335
2021-05-07T02:04:31Z,242.213,0.617,0.653,0.123,2.272,0.878,425.332,5829.651,-61.044
2021-05-07T02:04:41Z,242.594,0.677,0.658,0.122,2.272,0.869,431.846,5681.665,-60.891
2021-05-07T02:04:51Z,243.22,2.887,0.656,0.074,2.292,0.886,421.189,5951.694,-61.145
2021-05-07T02:05:01Z,243.001,1.575,0.655,0.097,2.284,0.894,415.799,6114.59,-61.276
2021-05-07T02:05:21Z,242.485,8.886,0.661,0.084,2.288,0.893,416.427,6075.62,-61.26
2021-05-07T02:05:31Z,242.674,8.846,0.659,0.084,2.288,0.894,415.543,6113.844,-61.283
2021-05-07T02:05:41Z,242.582,0.738,0.658,0.499,1.791,0.893,415.564,6104.358,-61.28
2021-05-07T02:05:51Z,242.434,0.786,0.655,0.495,1.799,0.893,416.167,6093.102,-61.264
2021-05-07T02:06:01Z,242.269,7.707,0.653,0.109,2.278,0.892,417.023,6054.275,-61.245
2021-05-07T02:06:21Z,242.126,0.75,0.657,0.134,2.265,0.894,416.613,6108.056,-61.255
2021-05-07T02:06:31Z,242.086,0.916,0.659,0.135,2.266,0.889,420.76,6030.465,-61.153
2021-05-07T02:06:41Z,242.667,1.443,0.662,0.122,2.273,0.891,419.447,6054.763,-61.186
2021-05-07T02:06:51Z,242.658,2.003,0.658,0.106,2.28,0.892,417.522,6074.263,-61.235
2021-05-07T02:07:01Z,242.151,1.437,0.635,0.124,2.271,0.868,432.515,5648.435,-60.876
2021-05-07T02:07:21Z,242.303,0.817,0.459,0.899,0.03,0.676,575.678,3057.918,-57.901
2021-05-07T02:07:31Z,242.576,0.641,0.572,0.9,0.012,0.711,530.761,3545.886,-58.72
2021-05-07T02:07:41Z,243.276,15.402,0.572,0.418,1.947,0.752,506.956,4052.955,-59.255
2021-05-07T02:07:51Z,243.247,15.407,0.561,0.42,1.944,0.753,506.087,4057.841,-59.27
2021-05-07T02:08:01Z,241.998,17.361,0.605,0.264,2.161,0.808,466.039,4782.202,-60.116
2021-05-07T02:08:21Z,241.957,2.499,0.649,0.108,2.278,0.862,433.841,5591.643,-60.845
2021-05-07T02:08:31Z,241.865,0.997,0.641,0.153,2.254,0.858,435.185,5538.256,-60.812
2021-05-07T02:08:41Z,241.244,0.995,0.64,0.155,2.252,0.847,440.455,5368.083,-60.691
2021-05-07T02:08:51Z,241.464,0.584,0.64,0.171,2.242,0.829,450.183,5117.926,-60.471
2021-05-07T02:09:01Z,242.052,0.623,0.638,0.171,2.243,0.837,445.684,5219.847,-60.571
2021-05-07T02:09:21Z,241.529,1.818,0.637,0.098,2.283,0.841,443.7,5266.001,-60.618
2021-05-07T02:09:31Z,241.54,1.936,0.637,0.094,2.284,0.84,445.357,5274.76,-60.58
2021-05-07T02:09:41Z,241.778,2.024,0.642,0.091,2.285,0.853,438.079,5464.685,-60.747
2021-05-07T02:09:51Z,241.768,2.018,0.647,0.092,2.285,0.854,438.635,5465.04,-60.734
2021-05-07T02:10:01Z,241.979,0.847,0.64,0.123,2.271,0.837,449.686,5203.123,-60.482
2021-05-07T02:10:21Z,241.504,1.362,0.638,0.161,2.249,0.843,442.004,5276.038,-60.656
2021-05-07T02:10:31Z,241.616,0.641,0.617,0.201,2.22,0.814,462.463,4849.357,-60.196
2021-05-07T02:10:41Z,241.945,0.622,0.623,0.198,2.224,0.834,449.546,5133.197,-60.482
2021-05-07T02:10:51Z,242.302,2.029,0.646,0.135,2.265,0.87,427.532,5704.247,-60.995
2021-05-07T02:11:01Z,242.316,2.054,0.646,0.135,2.265,0.872,428.03,5720.813,-60.983
2021-05-07T02:11:21Z,242.307,14.152,0.647,0.188,2.229,0.842,448.472,5244.138,-60.503
2021-05-07T02:11:31Z,285.87,7.778,0.574,0.855,0.354,0.762,557.057,4697.122,-58.185
2021-05-07T02:11:41Z,285.961,7.77,0.583,0.849,0.393,0.775,539.215,4887.35,-58.502
2021-05-07T02:11:51Z,242.728,19.235,0.673,0.06,2.295,0.891,415.499,6080.922,-61.283
2021-05-07T02:12:01Z,242.821,19.518,0.668,0.055,2.297,0.901,407.918,6230.522,-61.47
2021-05-07T02:12:21Z,242.352,0.611,0.674,0.163,2.247,0.883,417.662,5939.902,-61.232
2021-05-07T02:12:31Z,242.587,3.899,0.671,0.08,2.29,0.891,412.838,6094.634,-61.35
2021-05-07T02:12:41Z,242.783,3.283,0.671,0.091,2.286,0.895,410.513,6159.573,-61.406
2021-05-07T02:12:51Z,242.523,3.316,0.674,0.089,2.287,0.899,408.722,6229.739,-61.451
2021-05-07T02:13:01Z,242.283,2.611,0.672,0.101,2.282,0.902,407.262,6284.377,-61.488
2021-05-07T02:13:21Z,242.379,1.95,0.672,0.078,2.291,0.899,407.567,6213.24,-61.48
2021-05-07T02:13:31Z,242.987,0.572,0.672,0.105,2.28,0.897,408.572,6194.108,-61.455
2021-05-07T02:13:41Z,242.729,0.6,0.67,0.104,2.281,0.895,410.269,6159.437,-61.412
2021-05-07T02:13:51Z,242.204,0.778,0.668,0.103,2.282,0.893,412.395,6089.577,-61.359
2021-05-07T02:14:01Z,242.377,0.756,0.666,0.104,2.281,0.894,411.279,6095.396,-61.387
2021-05-07T02:14:21Z,241.375,3.656,0.668,0.085,2.288,0.899,409.643,6191.055,-61.428
2021-05-07T02:14:31Z,241.792,4.157,0.67,0.075,2.291,0.902,408.286,6251.564,-61.462
2021-05-07T02:14:41Z,242.352,0.642,0.667,0.162,2.249,0.902,407.533,6256.758,-61.48
2021-05-07T02:14:51Z,242.306,0.664,0.669,0.163,2.249,0.901,408.096,6254.708,-61.466
2021-05-07T02:15:01Z,242.338,5.2,0.665,0.062,2.295,0.899,409.829,6202.262,-61.423
2021-05-07T02:15:21Z,242.307,1.414,0.674,0.073,2.292,0.902,407.4,6271.214,-61.484
2021-05-07T02:15:31Z,242.517,0.948,0.67,0.081,2.289,0.904,405.706,6321.411,-61.526
2021-05-07T02:15:41Z,242.674,0.588,0.666,0.09,2.287,0.901,406.946,6252.471,-61.494
2021-05-07T02:15:51Z,242.821,0.595,0.667,0.09,2.287,0.901,407.275,6252.749,-61.486
2021-05-07T02:16:01Z,242.638,2.645,0.667,0.058,2.296,0.901,408.274,6254.769,-61.463
2021-05-07T02:16:21Z,242.39,1.72,0.681,0.114,2.278,0.899,412.147,6158.096,-61.365
2021-05-07T02:16:31Z,241.893,2.708,0.669,0.073,2.292,0.899,407.407,6218.643,-61.484
2021-05-07T02:16:41Z,242.155,3.491,0.666,0.062,2.295,0.9,407.447,6230.574,-61.484
2021-05-07T02:16:51Z,242.141,3.48,0.66,0.062,2.295,0.9,407.801,6219.636,-61.475
2021-05-07T02:17:01Z,241.672,3.18,0.665,0.066,2.294,0.9,407.599,6206.344,-61.479
2021-05-07T02:17:21Z,242.295,0.763,0.659,0.124,2.272,0.894,409.081,6092.547,-61.442
2021-05-07T02:17:31Z,242.424,0.759,0.664,0.124,2.272,0.894,409.13,6113.986,-61.441
2021-05-07T02:17:41Z,242.079,3.418,0.663,0.069,2.293,0.894,410.474,6125.946,-61.408
2021-05-07T02:17:51Z,241.938,1.432,0.659,0.105,2.281,0.891,412.263,6101.242,-61.364
2021-05-07T02:18:01Z,242.508,1.48,0.658,0.107,2.28,0.891,412.525,6070.123,-61.358
2021-05-07T02:18:21Z,242.465,2.265,0.656,0.9,0.0,0.868,419.045,5698.665,-61.185
2021-05-07T02:18:31Z,242.641,2.267,0.658,0.9,0.0,0.868,418.974,5703.754,-61.187
2021-05-07T02:18:41Z,242.142,21.793,0.653,0.126,2.272,0.877,421.66,5780.063,-61.134
2021-05-07T02:18:51Z,243.165,1.55,0.357,0.885,0.271,0.528,687.817,1671.257,-55.817
2021-05-07T02:19:01Z,247.401,3.181,-0.084,0.866,0.48,0.499,930.732,1183.057,-52.775
2021-05-07T02:19:21Z,274.517,6.441,-0.337,0.897,0.087,0.373,1454.213,441.533,-46.382
2021-05-07T02:19:31Z,243.147,38.323,0.518,0.341,2.077,0.729,523.711,3754.02,-58.923
2021-05-07T02:19:41Z,241.8,38.055,0.59,0.331,2.089,0.788,474.998,4521.618,-59.919
2021-05-07T02:19:51Z,242.258,38.998,0.609,0.262,2.165,0.812,461.619,4834.245,-60.215
2021-05-07T02:20:01Z,242.912,38.606,0.577,0.297,2.125,0.758,498.265,4141.357,-59.434
2021-05-07T02:20:21Z,242.229,0.759,0.608,0.429,1.937,0.783,485.314,4418.437,-59.683
2021-05-07T02:20:31Z,242.359,4.676,0.646,0.168,2.246,0.852,434.328,5422.567,-60.834
2021-05-07T02:20:41Z,242.997,6.971,0.659,0.1,2.283,0.865,427.082,5635.995,-61.005
2021-05-07T02:20:51Z,242.843,4.66,0.662,0.161,2.251,0.879,420.242,5868.817,-61.17
2021-05-07T02:21:01Z,242.124,4.677,0.657,0.157,2.253,0.878,420.295,5849.93,-61.168
2021-05-07T02:21:21Z,242.388,0.817,0.651,0.102,2.282,0.874,422.128,5755.364,-61.125
2021-05-07T02:21:31Z,242.464,1.925,0.653,0.082,2.29,0.88,419.886,5844.69,-61.179
2021-05-07T02:21:41Z,242.423,1.895,0.656,0.08,2.291,0.887,415.704,5955.312,-61.279
2021-05-07T02:21:51Z,242.448,2.109,0.657,0.074,2.292,0.89,413.378,6011.57,-61.336
2021-05-07T02:22:01Z,242.249,2.253,0.659,0.074,2.292,0.891,413.348,6024.975,-61.337
2021-05-07T02:22:21Z,243.066,12.818,0.718,0.544,1.73,0.861,449.878,5550.538,-60.462
2021-05-07T02:22:31Z,241.972,18.657,0.65,0.107,2.28,0.856,440.403,5425.865,-60.692
2021-05-07T02:22:41Z,243.623,5.168,0.611,0.881,0.289,0.659,565.965,3077.947,-58.034
2021-05-07T02:22:51Z,244.423,1.093,0.577,0.896,0.077,0.576,670.38,2291.474,-56.292
2021-05-07T02:23:01Z,242.405,0.575,0.59,0.899,0.038,0.664,566.113,3100.163,-58.03
2021-05-07T02:23:21Z,241.957,1.072,0.629,0.1,2.283,0.843,443.001,5233.702,-60.634
2021-05-07T02:23:31Z,242.503,1.199,0.653,0.096,2.285,0.866,429.459,5605.797,-60.949
2021-05-07T02:23:41Z,242.208,0.821,0.658,0.106,2.281,0.875,422.984,5758.132,-61.103
2021-05-07T02:23:51Z,241.736,0.682,0.657,0.106,2.281,0.881,418.693,5880.681,-61.207
2021-05-07T02:24:01Z,241.99,2.41,0.659,0.07,2.293,0.885,417.065,5949.97,-61.246
2021-05-07T02:24:21Z,241.611,0.918,0.641,0.104,2.282,0.865,429.767,5573.466,-60.942
2021-05-07T02:24:31Z,241.531,0.789,0.626,0.109,2.279,0.849,437.745,5349.791,-60.754
2021-05-07T02:24:41Z,241.97,0.797,0.613,0.112,2.278,0.845,442.121,5260.71,-60.654
2021-05-07T02:24:51Z,242.006,1.427,0.629,0.096,2.285,0.854,436.475,5416.284,-60.785
2021-05-07T02:25:01Z,241.768,1.662,0.624,0.09,2.287,0.849,438.58,5351.85,-60.735
2021-05-07T02:25:21Z,242.452,1.579,0.601,0.156,2.255,0.848,441.322,5280.25,-60.672
2021-05-07T02:25:31Z,242.061,3.074,0.617,0.108,2.28,0.867,430.4,5597.927,-60.926
2021-05-07T02:25:41Z,242.535,2.199,0.616,0.133,2.269,0.853,435.904,5402.421,-60.796
2021-05-07T02:25:51Z,242.753,0.648,0.566,0.199,2.226,0.823,456.06,4917.783,-60.337
2021-05-07T02:26:01Z,242.233,0.612,0.582,0.2,2.224,0.815,461.957,4823.512,-60.206
2021-05-07T02:26:21Z,242.026,1.76,0.642,0.092,2.286,0.859,433.751,5506.414,-60.848
2021-05-07T02:26:31Z,242.158,2.486,0.648,0.077,2.291,0.874,424.793,5743.561,-61.06
2021-05-07T02:26:41Z,241.611,2.82,0.653,0.072,2.293,0.878,422.015,5819.528,-61.127
2021-05-07T02:26:51Z,241.695,1.098,0.643,0.108,2.28,0.872,425.743,5717.192,-61.037
2021-05-07T02:27:01Z,242.042,0.567,0.641,0.122,2.273,0.863,430.677,5572.972,-60.92
2021-05-07T02:27:21Z,242.661,0.66,0.649,0.371,2.021,0.85,438.547,5383.009,-60.734
2021-05-07T02:27:31Z,242.616,2.63,0.639,0.247,2.182,0.849,441.036,5355.966,-60.678
